,area_type,location,society,total_sqft,bath,balcony,price,bed,price_per_sqft
7659,Super built-up  Area,Brookefield,other_society,1200,2.0,2.0,75.0,2,6250.0
7660,Super built-up  Area,Sarjapur,other_society,1044,2.0,2.0,32.0,2,3065.1340996168583
7661,Super built-up  Area,7th Phase JP Nagar,SrncyRe,1040,2.0,1.0,41.59,2,3999.038461538462
7662,Super built-up  Area,8th Phase JP Nagar,GrrvaGr,1125,2.0,2.0,36.94,2,3283.5555555555557
7663,Super built-up  Area,Cunningham Road,GrrvaGr,3489,3.0,1.0,662.0,3,18973.91802808828
7664,Super built-up  Area,Subramanyapura,Prldsri,1278,2.0,2.0,59.0,3,4616.588419405321
7665,Super built-up  Area,others,GrrvaGr,2400,6.0,2.0,98.0,6,4083.3333333333335
7666,Super built-up  Area,others,other_society,1250,2.0,1.0,43.0,2,3440.0
7667,Plot  Area,Vijayanagar,GrrvaGr,2400,6.0,3.0,125.0,5,5208.333333333333
7668,Plot  Area,KR Puram,other_society,4166,5.0,2.0,560.0,5,13442.150744119059
7669,Super built-up  Area,Lakshminarayana Pura,GrrvaGr,1210,2.0,2.0,75.0,2,6198.347107438017
7670,Super built-up  Area,8th Phase JP Nagar,GrrvaGr,1200,3.0,2.0,110.0,4,9166.666666666666
7671,Super built-up  Area,Sarjapur  Road,AsastDe,1157,2.0,1.0,57.84,3,4999.1356957649095
7672,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,1185,2.0,1.0,51.15,2,4316.455696202532
7673,Super built-up  Area,Kalena Agrahara,other_society,1450,3.0,3.0,100.0,3,6896.551724137931
7674,Super built-up  Area,Old Madras Road,other_society,1859,3.0,2.0,121.0,3,6508.87573964497
7675,Super built-up  Area,Rajaji Nagar,PhestOn,1763,3.0,2.0,262.0,2,14861.032331253546
7676,Super built-up  Area,Attibele,other_society,900,1.0,1.0,25.0,2,2777.777777777778
7677,Super built-up  Area,Ramamurthy Nagar,other_society,1305,3.0,1.0,60.0,3,4597.701149425287
7678,Built-up  Area,others,GrrvaGr,1200,2.0,2.0,100.0,3,8333.333333333334
7679,Super built-up  Area,Thanisandra,other_society,763,1.0,0.0,35.285,1,4624.508519003931
7680,Plot  Area,Kasavanhalli,GrrvaGr,5000,2.0,2.0,400.0,2,8000.0
7681,Super built-up  Area,Sarjapur  Road,Shthi S,1150,2.0,0.0,36.8,2,3199.9999999999995
7682,Built-up  Area,Whitefield,other_society,1806,3.0,3.0,85.0,3,4706.5337763012185
7683,Super built-up  Area,Kudlu,other_society,1027,2.0,2.0,42.0,2,4089.581304771178
7684,Super built-up  Area,Uttarahalli,other_society,1002,2.0,1.0,40.08,2,4000.0
7685,Super built-up  Area,Electronic City Phase II,Sryalan,1220,2.0,1.0,36.21,3,2968.032786885246
7686,Super built-up  Area,Whitefield,SMuilan,1109,2.0,1.0,35.22,2,3175.834084761046
7687,Built-up  Area,Uttarahalli,other_society,1002,2.0,1.0,40.08,2,4000.0
7688,Super built-up  Area,Narayanapura,other_society,1308,2.0,1.0,89.04,2,6807.339449541284
7689,Super built-up  Area,Hennur Road,Puachal,1232,2.0,1.0,69.6,2,5649.350649350648
7690,Super built-up  Area,Haralur Road,GrrvaGr,1027,2.0,2.0,44.0,2,4284.323271665044
7691,Built-up  Area,Kalyan nagar,GrrvaGr,1250,2.0,2.0,65.0,2,5200.0
7692,Plot  Area,others,GrrvaGr,900,6.0,3.0,170.0,6,18888.88888888889
7693,Plot  Area,KR Puram,GrrvaGr,960,4.0,2.0,80.0,4,8333.333333333334
7694,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,1255,2.0,1.0,53.87,2,4292.4302788844625
7695,Built-up  Area,Akshaya Nagar,DLhtsnd,1434,3.0,3.0,84.0,3,5857.740585774059
7696,Built-up  Area,Doddathoguru,other_society,925,2.0,2.0,30.0,2,3243.2432432432433
7697,Super built-up  Area,Jakkur,Ceezey,1858,3.0,1.0,123.0,3,6620.021528525296
7698,Built-up  Area,others,other_society,1205,2.0,1.0,70.0,2,5809.128630705394
7699,Plot  Area,others,other_society,1500,3.0,2.0,90.0,3,6000.0
7700,Plot  Area,others,GrrvaGr,1200,3.0,2.0,200.0,3,16666.666666666668
7701,Super built-up  Area,Mysore Road,GrrvaGr,1020,2.0,2.0,48.95,2,4799.019607843137
7702,Super built-up  Area,Thanisandra,Bhmesy,965,2.0,1.0,56.0,2,5803.108808290155
7703,Plot  Area,7th Phase JP Nagar,GrrvaGr,1800,6.0,3.0,270.0,5,15000.0
7704,Plot  Area,others,GrrvaGr,1200,4.0,2.0,90.0,6,7500.0
7705,Super built-up  Area,Battarahalli,PaontWa,1636,2.0,2.0,82.89,2,5066.6259168704155
7706,Super built-up  Area,Kundalahalli,Dieldli,1724,3.0,1.0,125.0,3,7250.580046403712
7707,Super built-up  Area,Whitefield,Prtates,1216,2.0,1.0,67.0,2,5509.868421052632
7708,Super built-up  Area,Yelahanka,Prensya,654,1.0,1.0,36.25,1,5542.813455657492
7709,Built-up  Area,Chikkabanavar,GrrvaGr,2460,7.0,2.0,80.0,4,3252.032520325203
7710,Super built-up  Area,others,GrrvaGr,1190,2.0,2.0,41.0,2,3445.378151260504
7711,Plot  Area,others,GrrvaGr,1200,5.0,2.0,180.0,7,15000.0
7712,Super built-up  Area,Budigere,PrityTr,1636,3.0,2.0,92.0,3,5623.471882640587
7713,Super built-up  Area,Hennur Road,other_society,1195,2.0,2.0,73.0,2,6108.786610878661
7714,Super built-up  Area,Nagavara,other_society,2400,3.0,3.0,251.0,3,10458.333333333334
7715,Super built-up  Area,others,GrrvaGr,1250,2.0,1.0,67.0,2,5360.0
7716,Super built-up  Area,Whitefield,other_society,1452,3.0,2.0,90.0,3,6198.347107438017
7717,Super built-up  Area,Thanisandra,Bhe 2ko,1546,3.0,1.0,95.0,3,6144.890038809832
7718,Built-up  Area,Sarjapur  Road,other_society,3307,6.0,0.0,142.0,4,4293.921983671001
7719,Plot  Area,Indira Nagar,GrrvaGr,1440,3.0,1.0,275.0,3,19097.222222222223
7720,Plot  Area,others,GrrvaGr,2260,3.0,1.0,80.0,2,3539.8230088495575
7721,Plot  Area,others,GrrvaGr,2700,3.0,2.0,90.0,4,3333.3333333333335
7722,Super built-up  Area,Indira Nagar,other_society,1475,2.0,2.0,171.0,2,11593.22033898305
7723,Built-up  Area,JP Nagar,other_society,3000,3.0,2.0,150.0,4,5000.0
7724,Built-up  Area,others,GrrvaGr,375,1.0,0.0,26.0,1,6933.333333333333
7725,Super built-up  Area,Balagere,Soresea,1007,2.0,1.0,66.0,2,6554.121151936445
7726,Plot  Area,Kanakpura Road,GrrvaGr,1,1.0,0.0,125.0,1,12500000.0
7727,Super built-up  Area,others,GrrvaGr,5422,6.0,2.0,1900.0,4,35042.419771302106
7728,Super built-up  Area,Hennur Road,GrrvaGr,1020,2.0,3.0,47.0,2,4607.843137254902
7729,Super built-up  Area,others,GrrvaGr,1000,2.0,0.0,150.0,2,15000.0
7730,Plot  Area,others,GrrvaGr,800,3.0,1.0,59.5,2,7437.5
7731,Plot  Area,others,GrrvaGr,1200,3.0,2.0,95.0,5,7916.666666666667
7732,Super built-up  Area,Marathahalli,GrrvaGr,1125,2.0,3.0,55.0,2,4888.888888888889
7733,Plot  Area,Kudlu Gate,GrrvaGr,1150,9.0,2.0,140.0,9,12173.91304347826
7734,Built-up  Area,others,other_society,909,2.0,1.0,43.0,3,4730.47304730473
7735,Built-up  Area,Whitefield,GrrvaGr,2850,5.0,0.0,240.0,4,8421.052631578947
7736,Super built-up  Area,others,other_society,1400,2.0,3.0,85.0,2,6071.428571428572
7737,Super built-up  Area,Kadugodi,GrrvaGr,1152,2.0,2.0,61.0,2,5295.138888888889
7738,Super built-up  Area,Subramanyapura,GrrvaGr,958,2.0,1.0,34.49,2,3600.2087682672236
7739,Super built-up  Area,Whitefield,other_society,1150,2.0,2.0,55.0,2,4782.608695652174
7740,Super built-up  Area,Old Madras Road,Brica E,2990,5.0,1.0,173.0,3,5785.953177257525
7741,Super built-up  Area,Bellandur,other_society,1310,2.0,2.0,85.0,2,6488.5496183206105
7742,Super built-up  Area,Hosur Road,Saageat,1590,2.0,2.0,126.0,3,7924.528301886792
7743,Super built-up  Area,Green Glen Layout,other_society,1645,3.0,2.0,110.0,3,6686.930091185411
7744,Built-up  Area,others,GrrvaGr,1800,2.0,2.0,100.0,3,5555.555555555556
7745,Super built-up  Area,Thanisandra,Soitya,1795,3.0,2.0,150.0,3,8356.545961002785
7746,Super built-up  Area,8th Phase JP Nagar,GrrvaGr,1100,2.0,3.0,35.0,2,3181.818181818182
7747,Super built-up  Area,Thanisandra,Bhe 2ko,620,1.0,0.0,38.535,1,6215.32258064516
7748,Super built-up  Area,others,other_society,925,2.0,2.0,70.0,2,7567.5675675675675
7749,Super built-up  Area,Basavangudi,GrrvaGr,1542,3.0,3.0,120.0,3,7782.101167315175
7750,Plot  Area,Konanakunte,other_society,3746,6.0,1.0,375.0,4,10010.6780565937
7751,Super built-up  Area,Thanisandra,MenueNo,1430,2.0,2.0,54.0,3,3776.2237762237764
7752,Super built-up  Area,Bommanahalli,other_society,1020,2.0,2.0,55.0,2,5392.156862745098
7753,Plot  Area,others,GrrvaGr,750,2.0,1.0,42.0,4,5600.0
7754,Super built-up  Area,Electronic City Phase II,Sryalan,1140,2.0,1.0,32.92,2,2887.719298245614
7755,Built-up  Area,Anekal,GrrvaGr,967,2.0,1.0,45.0,3,4653.567735263702
7756,Super built-up  Area,Hebbal,Raard B,2470,4.0,2.0,203.0,4,8218.623481781377
7757,Built-up  Area,others,other_society,850,1.0,0.0,35.5,2,4176.470588235294
7758,Super built-up  Area,others,GrrvaGr,1100,2.0,2.0,32.0,2,2909.090909090909
7759,Super built-up  Area,Thanisandra,Soitya,1697,3.0,2.0,110.0,3,6482.027106658809
7760,Super built-up  Area,Varthur,GrrvaGr,1250,2.0,2.0,47.0,2,3760.0
7761,Super built-up  Area,Gottigere,other_society,1120,2.0,2.0,50.0,2,4464.285714285715
7762,Plot  Area,NRI Layout,GrrvaGr,1200,4.0,0.0,95.0,4,7916.666666666667
7763,Plot  Area,Hennur Road,GrrvaGr,5100,6.0,3.0,375.0,5,7352.941176470588
7764,Plot  Area,others,GrrvaGr,2400,3.0,2.0,480.0,4,20000.0
7765,Super built-up  Area,Hebbal,GrrvaGr,1200,2.0,1.0,52.0,2,4333.333333333333
7766,Super built-up  Area,7th Phase JP Nagar,GrrvaGr,1100,2.0,1.0,44.0,2,4000.0
7767,Super built-up  Area,Devarachikkanahalli,GrrvaGr,1417,2.0,2.0,76.0,3,5363.443895553987
7768,Built-up  Area,Thanisandra,Bhmesy,1492,3.0,1.0,88.0,3,5898.123324396783
7769,Super built-up  Area,Devanahalli,Sabixtt,1498,3.0,3.0,79.15,3,5283.711615487317
7770,Built-up  Area,others,other_society,3500,2.0,1.0,350.0,4,10000.0
7771,Super built-up  Area,Kundalahalli,other_society,1010,2.0,1.0,48.27,2,4779.207920792079
7772,Super built-up  Area,Hennur,Shateor,1255,2.0,2.0,53.5,2,4262.948207171315
7773,Super built-up  Area,Channasandra,Unm 2El,1050,2.0,1.0,35.0,2,3333.3333333333335
7774,Super built-up  Area,Hegde Nagar,SoitaCa,1847,3.0,2.0,125.0,3,6767.73145641581
7775,Super built-up  Area,others,GrrvaGr,1200,2.0,2.0,55.0,2,4583.333333333333
7776,Super built-up  Area,Bellandur,GrrvaGr,982,2.0,2.0,37.28,2,3796.3340122199593
7777,Super built-up  Area,Hegde Nagar,SoisoCa,2144,4.0,2.0,145.0,3,6763.059701492537
7778,Super built-up  Area,Kengeri,other_society,750,2.0,1.0,36.5,2,4866.666666666667
7779,Super built-up  Area,Electronic City,Itvir M,919,2.0,2.0,35.0,2,3808.487486398259
7780,Super built-up  Area,Budigere,PrityTr,1087,2.0,1.0,54.3,2,4995.40018399264
7781,Built-up  Area,others,other_society,1480,3.0,2.0,74.0,3,5000.0
7782,Built-up  Area,Tindlu,GrrvaGr,1180,2.0,2.0,52.0,2,4406.779661016949
7783,Super built-up  Area,others,GrrvaGr,2100,4.0,2.0,255.0,3,12142.857142857143
7784,Super built-up  Area,Jigani,DLhtsan,1221,3.0,2.0,65.0,3,5323.505323505324
7785,Super built-up  Area,Haralur Road,GrrvaGr,1194,2.0,2.0,46.0,2,3852.5963149078725
7786,Built-up  Area,Thanisandra,other_society,2072,3.0,2.0,122.0,3,5888.030888030888
7787,Built-up  Area,Whitefield,GrrvaGr,1600,3.0,2.0,69.0,3,4312.5
7788,Super built-up  Area,Sahakara Nagar,GrrvaGr,2200,3.0,2.0,98.0,3,4454.545454545455
7789,Super built-up  Area,Rajaji Nagar,Brway G,1640,3.0,3.0,220.0,3,13414.634146341463
7790,Super built-up  Area,Kaikondrahalli,other_society,1253,2.0,2.0,81.5,2,6504.38946528332
7791,Super built-up  Area,Hennur Road,Koagati,1061,2.0,1.0,54.92,2,5176.248821866164
7792,Super built-up  Area,Marathahalli,GrrvaGr,1950,3.0,2.0,115.0,3,5897.4358974358975
7793,Built-up  Area,Marathahalli,other_society,1250,2.0,2.0,68.0,2,5440.0
7794,Super built-up  Area,Hennur Road,other_society,1585,2.0,3.0,80.0,3,5047.318611987382
7795,Super built-up  Area,Kanakpura Road,JRrnauv,1452,3.0,3.0,60.98,3,4199.724517906336
7796,Super built-up  Area,Kammasandra,other_society,1015,2.0,2.0,37.0,2,3645.320197044335
7797,Super built-up  Area,Begur Road,Pruthg,2462,6.0,0.0,118.0,4,4792.85134037368
7798,Super built-up  Area,Marathahalli,GrrvaGr,1125,2.0,2.0,56.8,2,5048.888888888889
7799,Super built-up  Area,Electronic City Phase II,MJtroty,1116,2.0,2.0,40.0,2,3584.2293906810037
7800,Built-up  Area,others,GrrvaGr,400,1.0,0.0,35.0,1,8750.0
7801,Super built-up  Area,Kasavanhalli,other_society,4000,4.0,2.0,325.0,4,8125.0
7802,Super built-up  Area,Hebbal,other_society,3900,4.0,2.0,410.0,4,10512.820512820514
7803,Super built-up  Area,Old Madras Road,other_society,1300,2.0,2.0,100.0,2,7692.307692307692
7804,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,1419,2.0,1.0,60.42,2,4257.928118393234
7805,Super built-up  Area,others,other_society,1310,2.0,1.0,55.0,3,4198.473282442748
7806,Super built-up  Area,Thigalarapalya,Prtanha,2072,4.0,2.0,152.0,3,7335.907335907336
7807,Built-up  Area,Kaggadasapura,other_society,1240,2.0,1.0,58.58,2,4724.193548387097
7808,Built-up  Area,Chamrajpet,GrrvaGr,1565,3.0,2.0,98.91,3,6320.127795527156
7809,Super built-up  Area,Budigere,PrityTr,1820,3.0,2.0,89.0,3,4890.10989010989
7810,Plot  Area,Gubbalala,GrrvaGr,2500,3.0,1.0,88.0,3,3520.0
7811,Plot  Area,KR Puram,other_society,3657,5.0,2.0,310.0,5,8476.89362865737
7812,Super built-up  Area,Hosa Road,GrrvaGr,1245,2.0,1.0,62.0,2,4979.919678714859
7813,Super built-up  Area,GM Palaya,other_society,1315,3.0,1.0,65.0,3,4942.9657794676805
7814,Super built-up  Area,Kenchenahalli,other_society,1410,2.0,2.0,73.0,3,5177.304964539007
7815,Super built-up  Area,Dasarahalli,other_society,1375,2.0,1.0,60.0,2,4363.636363636364
7816,Super built-up  Area,Old Madras Road,other_society,1299,2.0,2.0,95.0,2,7313.317936874519
7817,Super built-up  Area,others,other_society,993,2.0,3.0,45.5,2,4582.074521651561
7818,Plot  Area,Bommasandra Industrial Area,GrrvaGr,1200,3.0,0.0,45.0,2,3750.0
7819,Super built-up  Area,others,GrrvaGr,985,2.0,1.0,156.0,2,15837.56345177665
7820,Built-up  Area,others,GrrvaGr,2400,5.0,3.0,180.0,4,7500.0
7821,Super built-up  Area,Hebbal,Magiaya,1255,2.0,1.0,95.0,3,7569.721115537848
7822,Super built-up  Area,Hoodi,GoAirej,1655,3.0,2.0,131.0,3,7915.407854984895
7823,Super built-up  Area,Whitefield,Prtates,2830,5.0,3.0,190.0,4,6713.780918727915
7824,Super built-up  Area,others,GrrvaGr,6000,1.0,1.0,276.0,1,4600.0
7825,Built-up  Area,Electronic City,Itelaa,550,1.0,1.0,15.0,2,2727.2727272727275
7826,Super built-up  Area,others,GrrvaGr,825,2.0,1.0,40.0,1,4848.484848484848
7827,Super built-up  Area,Begur Road,Pruthg,1634,3.0,1.0,111.0,3,6793.145654834761
7828,Plot  Area,Kogilu,GrrvaGr,1200,6.0,3.0,105.0,8,8750.0
7829,Super built-up  Area,Banaswadi,GrrvaGr,1222,2.0,2.0,80.0,2,6546.6448445171845
7830,Super built-up  Area,Gottigere,other_society,1500,3.0,2.0,63.0,3,4200.0
7831,Super built-up  Area,Akshaya Nagar,GrrvaGr,1890,4.0,2.0,100.0,3,5291.005291005291
7832,Built-up  Area,Hegde Nagar,other_society,3750,6.0,2.0,375.0,4,10000.0
7833,Super built-up  Area,Hulimavu,GrrvaGr,850,1.0,1.0,39.5,2,4647.058823529412
7834,Super built-up  Area,Whitefield,other_society,1295,2.0,3.0,78.5,2,6061.776061776061
7835,Super built-up  Area,Sarjapur  Road,other_society,1320,2.0,1.0,100.0,2,7575.757575757576
7836,Built-up  Area,ISRO Layout,GrrvaGr,950,3.0,3.0,179.0,4,18842.105263157893
7837,Plot  Area,Hebbal,GrrvaGr,1200,4.0,2.0,225.0,4,18750.0
7838,Built-up  Area,2nd Stage Nagarbhavi,GrrvaGr,3000,3.0,3.0,170.0,4,5666.666666666667
7839,Built-up  Area,Harlur,GrrvaGr,1197,2.0,1.0,82.0,2,6850.459482038429
7840,Super built-up  Area,others,GrrvaGr,1320,2.0,3.0,60.0,3,4545.454545454545
7841,Plot  Area,Billekahalli,GrrvaGr,1180,5.0,2.0,98.5,5,8347.457627118643
7842,Super built-up  Area,Whitefield,Oreldhi,840,1.0,1.0,57.6,1,6857.142857142857
7843,Super built-up  Area,Whitefield,other_society,540,1.0,0.0,19.83,1,3672.2222222222217
7844,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,1693,3.0,1.0,71.38,3,4216.184288245718
7845,Super built-up  Area,Kodihalli,GrrvaGr,1000,2.0,1.0,62.0,2,6200.0
7846,Built-up  Area,Babusapalaya,other_society,1305,2.0,1.0,70.0,2,5363.984674329502
7847,Built-up  Area,Kodichikkanahalli,other_society,450,1.0,1.0,18.0,1,4000.0
7848,Super built-up  Area,CV Raman Nagar,Pu270a,705,1.0,1.0,57.0,1,8085.106382978724
7849,Super built-up  Area,others,GrrvaGr,750,6.0,2.0,75.0,4,10000.0
7850,Built-up  Area,Tumkur Road,GrrvaGr,4800,5.0,2.0,150.0,5,3125.0
7851,Built-up  Area,others,GrrvaGr,5000,5.0,2.0,600.0,4,12000.0
7852,Plot  Area,Gubbalala,GrrvaGr,5000,4.0,3.0,425.0,4,8500.0
7853,Built-up  Area,Whitefield,GrrvaGr,1991,3.0,2.0,104.0,3,5223.505775991964
7854,Super built-up  Area,Battarahalli,PaontWa,1779,3.0,2.0,90.0,3,5059.02192242833
7855,Plot  Area,Whitefield,other_society,10200,4.0,1.0,1250.0,4,12254.901960784313
7856,Super built-up  Area,Banaswadi,other_society,870,2.0,2.0,38.0,2,4367.816091954023
7857,Super built-up  Area,Thanisandra,Bhmesy,1595,3.0,2.0,120.0,3,7523.510971786834
7858,Super built-up  Area,Kanakpura Road,PrarePa,525,1.0,1.0,26.0,1,4952.380952380952
7859,Plot  Area,Ramamurthy Nagar,GrrvaGr,945,5.0,2.0,120.0,4,12698.412698412698
7860,Plot  Area,others,GrrvaGr,2400,4.0,2.0,420.0,6,17500.0
7861,Super built-up  Area,Iblur Village,DNionfl,2000,4.0,2.0,138.0,3,6900.0
7862,Super built-up  Area,Yelahanka,other_society,1614,3.0,2.0,93.0,3,5762.081784386617
7863,Super built-up  Area,Gottigere,GrrvaGr,1200,2.0,3.0,40.0,2,3333.3333333333335
7864,Built-up  Area,Electronic City Phase II,other_society,1150,3.0,3.0,46.0,3,4000.0
7865,Super built-up  Area,Indira Nagar,GrrvaGr,3200,4.0,2.0,440.0,4,13750.0
7866,Super built-up  Area,Sonnenahalli,Skacak,1610,3.0,2.0,80.48,3,4998.757763975155
7867,Super built-up  Area,Whitefield,GrrvaGr,1190,2.0,2.0,41.0,2,3445.378151260504
7868,Super built-up  Area,others,other_society,1050,2.0,2.0,50.0,2,4761.9047619047615
7869,Plot  Area,others,other_society,4800,5.0,2.0,420.0,4,8750.0
7870,Super built-up  Area,7th Phase JP Nagar,Brnia G,1460,2.0,1.0,97.0,3,6643.835616438356
7871,Super built-up  Area,others,GrrvaGr,3400,3.0,3.0,400.0,3,11764.70588235294
7872,Plot  Area,others,GrrvaGr,600,1.0,0.0,33.0,1,5500.0
7873,Built-up  Area,others,other_society,1569,3.0,0.0,70.0,3,4461.440407903123
7874,Built-up  Area,others,GrrvaGr,2600,3.0,2.0,147.0,3,5653.846153846154
7875,Super built-up  Area,Electronics City Phase 1,other_society,645,1.0,0.0,42.5,1,6589.147286821705
7876,Plot  Area,others,GrrvaGr,1200,3.0,1.0,180.0,4,15000.0
7877,Plot  Area,Nagarbhavi,GrrvaGr,800,3.0,0.0,95.0,3,11875.0
7878,Built-up  Area,Mico Layout,GrrvaGr,800,2.0,1.0,80.0,2,10000.0
7879,Super built-up  Area,Marathahalli,Asintas,1350,2.0,1.0,90.0,2,6666.666666666667
7880,Super built-up  Area,BTM 2nd Stage,other_society,2780,4.0,1.0,325.0,3,11690.647482014389
7881,Super built-up  Area,others,GrrvaGr,1410,2.0,2.0,45.12,3,3200.0
7882,Super built-up  Area,Whitefield,SMuilan,1109,2.0,1.0,35.47,2,3198.376916140667
7883,Super built-up  Area,others,other_society,2000,3.0,2.0,1063.0,4,53150.0
7884,Built-up  Area,others,GrrvaGr,800,1.0,0.0,72.0,1,9000.0
7885,Super built-up  Area,Bannerghatta Road,SNity S,1215,2.0,1.0,68.0,2,5596.707818930041
7886,Plot  Area,Basaveshwara Nagar,GrrvaGr,1230,6.0,0.0,250.0,8,20325.20325203252
7887,Built-up  Area,Prithvi Layout,other_society,2273,4.0,2.0,192.0,3,8446.986361636604
7888,Super built-up  Area,Varthur Road,GrrvaGr,1255,2.0,2.0,52.76,2,4203.98406374502
7889,Super built-up  Area,others,GrrvaGr,1020,2.0,1.0,49.0,2,4803.921568627451
7890,Super built-up  Area,others,GrrvaGr,1225,2.0,2.0,82.0,3,6693.877551020408
7891,Super built-up  Area,Singasandra,GrrvaGr,1120,2.0,1.0,60.0,2,5357.142857142857
7892,Plot  Area,others,GrrvaGr,2400,5.0,3.0,625.0,5,26041.666666666668
7893,Super built-up  Area,Kasavanhalli,other_society,1225,2.0,1.0,69.0,3,5632.65306122449
7894,Plot  Area,Whitefield,UKe 2nz,5200,5.0,3.0,242.0,4,4653.846153846154
7895,Built-up  Area,Indira Nagar,GrrvaGr,4000,4.0,1.0,700.0,4,17500.0
7896,Super built-up  Area,Sarjapur  Road,other_society,1984,4.0,1.0,145.0,3,7308.467741935484
7897,Super built-up  Area,Old Madras Road,other_society,2425,3.0,1.0,197.0,3,8123.711340206186
7898,Plot  Area,ITPL,GrrvaGr,1200,3.0,1.0,56.12,3,4676.666666666667
7899,Super built-up  Area,Bommasandra,other_society,1127,2.0,1.0,45.0,2,3992.9015084294588
7900,Built-up  Area,Whitefield,GrrvaGr,1655,3.0,2.0,97.0,3,5861.027190332326
7901,Super built-up  Area,Ananth Nagar,GrrvaGr,500,1.0,1.0,14.0,1,2800.0
7902,Plot  Area,Varthur,GrrvaGr,1200,3.0,1.0,68.38,3,5698.333333333333
7903,Super built-up  Area,Kaggadasapura,other_society,1000,2.0,2.0,43.0,2,4300.0
7904,Super built-up  Area,CV Raman Nagar,GrrvaGr,1225,2.0,2.0,47.88,2,3908.5714285714284
7905,Super built-up  Area,Hormavu,other_society,1350,2.0,2.0,45.0,2,3333.3333333333335
7906,Plot  Area,Nagarbhavi,GrrvaGr,600,5.0,3.0,95.0,4,15833.333333333334
7907,Super built-up  Area,Sahakara Nagar,other_society,1175,2.0,3.0,49.0,2,4170.212765957447
7908,Super built-up  Area,others,other_society,655,1.0,2.0,27.0,1,4122.137404580153
7909,Super built-up  Area,Hosa Road,Skume R,1311,2.0,1.0,84.86,3,6472.921434019832
7910,Plot  Area,Banashankari Stage VI,GrrvaGr,600,4.0,0.0,90.0,3,15000.0
7911,Carpet  Area,CV Raman Nagar,other_society,1000,2.0,1.0,38.5,2,3850.0
7912,Super built-up  Area,others,GrrvaGr,1196,2.0,1.0,96.0,2,8026.755852842809
7913,Built-up  Area,Kanakpura Road,Wiowsri,1050,2.0,1.0,59.0,3,5619.047619047619
7914,Super built-up  Area,Somasundara Palya,GrrvaGr,1275,2.0,2.0,52.0,3,4078.4313725490197
7915,Carpet  Area,others,GrrvaGr,927,2.0,1.0,50.0,2,5393.743257820927
7916,Super built-up  Area,Varthur,other_society,1520,2.0,3.0,61.0,3,4013.157894736842
7917,Plot  Area,others,GrrvaGr,2400,5.0,2.0,395.0,4,16458.333333333332
7918,Built-up  Area,Hebbal,Prersis,1333,2.0,1.0,104.0,2,7801.950487621905
7919,Super built-up  Area,others,other_society,600,1.0,0.0,18.0,1,3000.0
7920,Super built-up  Area,Abbigere,other_society,1326,2.0,1.0,34.8,3,2624.434389140271
7921,Super built-up  Area,Sarjapur  Road,PualeSk,1618,2.0,2.0,85.125,3,5261.124845488257
7922,Built-up  Area,Koramangala,KHage G,1370,2.0,2.0,125.0,2,9124.087591240876
7923,Super built-up  Area,Koramangala,KHage G,1100,2.0,2.0,85.0,2,7727.272727272727
7924,Super built-up  Area,Haralur Road,GrrvaGr,1650,3.0,3.0,100.0,3,6060.606060606061
7925,Super built-up  Area,Kasavanhalli,GrrvaGr,1917,3.0,2.0,132.0,3,6885.758998435055
7926,Carpet  Area,others,GrrvaGr,780,3.0,2.0,75.0,3,9615.384615384615
7927,Super built-up  Area,Billekahalli,other_society,950,2.0,1.0,58.11,2,6116.8421052631575
7928,Super built-up  Area,others,GrrvaGr,1175,2.0,1.0,48.72,2,4146.382978723404
7929,Super built-up  Area,8th Phase JP Nagar,GrrvaGr,1089,2.0,1.0,43.55,2,3999.0817263544536
7930,Super built-up  Area,Kalena Agrahara,other_society,1804,3.0,2.0,175.0,3,9700.665188470066
7931,Super built-up  Area,Hoodi,other_society,1257,2.0,1.0,68.5,2,5449.482895783612
7932,Super built-up  Area,Sarjapur,other_society,650,1.0,2.0,19.87,1,3056.923076923077
7933,Super built-up  Area,Whitefield,BrlisCo,1850,3.0,2.0,150.0,3,8108.108108108108
7934,Built-up  Area,others,GrrvaGr,2800,4.0,1.0,200.0,4,7142.857142857143
7935,Built-up  Area,Vidyaranyapura,GrrvaGr,945,2.0,2.0,40.0,2,4232.804232804233
7936,Super built-up  Area,Koramangala,GrrvaGr,1161,2.0,1.0,63.85,2,5499.569336778639
7937,Super built-up  Area,Banashankari Stage V,other_society,1630,3.0,2.0,51.35,3,3150.306748466258
7938,Super built-up  Area,Jalahalli,other_society,1310,2.0,2.0,60.0,3,4580.152671755725
7939,Super built-up  Area,others,GrrvaGr,750,2.0,1.0,28.0,2,3733.3333333333335
7940,Plot  Area,Whitefield,GrrvaGr,1200,3.0,1.0,67.77,3,5647.5
7941,Super built-up  Area,others,other_society,1000,2.0,1.0,45.0,2,4500.0
7942,Plot  Area,Old Madras Road,GrrvaGr,4000,4.0,2.0,225.0,4,5625.0
7943,Built-up  Area,Nagavara,GrrvaGr,1315,2.0,2.0,70.0,2,5323.19391634981
7944,Super built-up  Area,Sahakara Nagar,other_society,1370,2.0,2.0,90.0,3,6569.343065693431
7945,Plot  Area,Ulsoor,GrrvaGr,1200,4.0,3.0,150.0,5,12500.0
